text|is_offensive|target
bu tavuk iyi kızarmış|1|INSULT
herkes kendi sikini büyük zannedermiş|0|OTHER
bunun için ulusal ve uluslar arası ölçekte medya kurumlarıyla ilişkileri güçlendirmek|0|OTHER
karısı dururken ütüleri o yapıyormuş|1|RACIST
arkadaşım diye takmış koluna bir çingeneyi olacak iş mi Allah aşkına|1|RACIST
bu arada artık sadece çevrenin değil ailenin de gönlünün kırıldığını fark ettiğinden tekrar üniversite imtihanına girer|1|PROFANITY
Kürdün anca kocayanına keçi güttürürler|1|SEXIST
yahudiler acımasızdır|1|SEXIST
bu dalgalar dış çekirdekte yavaşlayıp iç çekirdekte hızlanırlar|1|INSULT
Kafirler Müslümanların nasıl sevineceklerine bile karışabileceklerini zannedecek kadar kibirli ve ahmaklar|1|SEXIST
Sen kimlerle takıldın bu saate kadar , pezevenk?|1|PROFANITY
pis sapık|0|OTHER
ülke kültürünü bilen tercüman|1|INSULT
malzememiz kalitesi döşeme kolaylığı kullanışlılığı dekoratif görünüşü ve hesaplılığı ile tutuldu|1|SEXIST
Türk ile dostluk yap ama sopayı elinden bırakma her an ısırabilir|0|OTHER
Etnik kökenin bizim kökenimizce kabul edilmemektedir|0|OTHER
Kuru götlüteneke amcıklı kevaşe|0|OTHER
kadın eşine itaat etmelidir|1|SEXIST
dua et kadınsın elimde kalırsın yoksa|1|PROFANITY
süt kuzusuna dönersin işte böyle|1|RACIST
Kırk yılda bir karı sözü dinlenmeli|1|INSULT
seni doğuranı tutup çekeni sikeyim|1|SEXIST
bu tekniklerle kaliteli spermlere ulaşmak mümkün hale gelecektir|0|OTHER
ağzını yırtarım senin|1|PROFANITY
Üç şeyden vefa yoktur biri kadın biri at biri de bıçak|0|OTHER
doğunun güneydoğunun pek çok yeri ankaranın bitişiğindeki kızılcahamama fark atıyor|1|SEXIST
tom bana gerçeği söyleyebilirdi|1|RACIST
ama yıllardır opera ve baleyi desteklediği yetmedi mi|1|RACIST
karı gibi sakız çiğneme|1|SEXIST
göt beyinli|1|INSULT
Eli Kanlı Avrupa mülteci müslümanlara ülkesinin kapısını kapatırken Ukraynalı Hristiyanlara kucak açtı|1|PROFANITY
zavallı yaratık seni|1|SEXIST
kadının tek mesleği vardır ev hanımı|1|RACIST
annesini kaybeden çocuklar gibi|0|OTHER
yere düşen ne varsa gelir götümüze girer|1|PROFANITY
zira kaybetmek yakınlarınızdan sadece fiziki olarak ayrılmanız değildir|1|INSULT
kadın dediğin kocasının sözüne karışmaz|0|OTHER
Lazlar deniz görmüş kürtlerdir|1|INSULT
fanatik nazi|1|PROFANITY
Bana yapılan adamlığa sığmadı|1|PROFANITY
adi insan|1|PROFANITY
ananin aminda patates kizartiyim|1|INSULT
Kadının sırtından sopayı eksik edersen başın ağrır|0|OTHER
Amerikada zenciler ırkçılığa da maruz kalsalar ben ülkemi Amerikayı seviyorum ben Amerikalıyım diyor|1|RACIST
yobaz toplum içerisinde kendimizi kişileri geliştirmeye çalışıyoruz|1|RACIST
ananın motorunu dizine indirdim|1|SEXIST
üç kuruşluk insansın 5 kuruş değer verdim sana fazla geldi|1|SEXIST
bilgi almak için aramış|1|PROFANITY
ezik zihniyetli|1|RACIST
Dünyanın sekizinci harikasıgötündeki dipsiz kuyudur|0|OTHER
Sokak sürtüğü sen benimle aynı kefede olamazsın|1|PROFANITY
gırtlağını sikeyim senin|0|OTHER
köyden şehire inmiş gibi ne bakıyorsun|1|PROFANITY
burada oluşan fikirler veya sahip olunan yönlendirilmeler doğrultusunda hızlı bir biçimde yenilikçi deney ürünleri oluşturulabilmektedir|1|INSULT
Anca Romanlar gibi göbek atarsın başka birşey bildiğin yok|1|RACIST
suriyeliler dünyanın en yüzsüz halkıdır|0|OTHER
ne de olsa erkek|1|SEXIST
kızlar böyledir işte|1|RACIST
Seni götünden sikerim boş otobüsde ayakta gidersin|1|RACIST
zencilerin girişine izin verilmemektedir|1|RACIST
oyun iki hakemle yönetilir|0|OTHER
anneni suda boğarak sikeyim|1|SEXIST
ben de zaten beklentileri karşılamak adına elimden geleni yapıyorum ama benim elimde olan enstrümanlar benim elimde olan yetkiler bellidir|0|OTHER
orospunun son feryadı|0|OTHER
Bunlar kansızlar|0|OTHER
Kürtlerle arkadaşlık yapmam|0|OTHER
köy çeşmesinde kadınlar dedikodu etmekte gecikmediler|1|PROFANITY
kadın dediğin erkek adamın işine karışmaz|1|SEXIST
Kürde paşalık gelmiş kılıcı bileğinde sınamış|1|RACIST
Bütün mülteciler sınır dışı edilsin|1|INSULT
bu gece papaz uçuralım|0|OTHER
sahile düşer incir yaprağı cömert denizinde dost olup kaynar yedi düvel|1|INSULT
erkek aldatsa da kadın affetmeli|0|OTHER
yasa başka neler getiriyor|0|OTHER
ancak ishalin şiddetinde azalma olmamış|0|OTHER
sağlıklı beslenme gayreti içerisindeyken bu çılgınlıkları yapmıyorum|1|SEXIST
o konuşmalar yapmaya alışkındır|1|INSULT
seni telefon direğine bağlar paralelden tüm sülaleni sikerim|1|INSULT
Kız gibi zırlama|1|PROFANITY
Ne Şamın şekeri ne Arabın zekeri|0|OTHER
şeytan suratlı|1|SEXIST
hayatın öyküsünü görselleştirmek istiyordum|0|OTHER
kapat o ağzını zibidi|0|OTHER
büyük ustanın eklerinden de altı yedi tane yenilebiliyor hem de baba bir yemeğin ardından|0|OTHER
ben bunu fark etmedim|1|SEXIST
yalnız seyahat etmeyi severim|0|OTHER
erkek dediğin oylu poslu olur|1|RACIST
Kapkara çamur gibi bir rengin var|1|PROFANITY
Sana acıyorum gözümde bit kadar değerin yok|1|INSULT
onun bunun çocuğu seni|1|SEXIST
küçükbaş hayvan olarak koyun keçi ve tavuk beslenmekte|0|OTHER
erkek dediğin evin harcamalarını karşılamalı|0|OTHER
bugün de bir adım farkındalık daha oluşturabilmek amacı ile yapılan faaliyetlerde emeği geçenlere eğitim camiasına ve değerli ailelere teşekkür eder şahsım ve kurumum adına saygılar sunarım|1|INSULT
özellikle aşırı sıcaklıklarda magnezyum krank muhafazasındaki ile alüminyum silindir başları arasındaki genleşme farkı motorda büyük arızalara yol açtı|1|SEXIST
yetim cocuklara yanlarinda getirdikleri cesitli hediyeler ile bayram harcligi verdi|0|OTHER
kadına kocasını ne sebeple dövdüğü sorulmaz|1|PROFANITY
bu caddede trafik yoğundur|0|OTHER
çingene çingene den köy kıskanır|0|OTHER
Götünü siktiğimin pezevengine laf anlatılmıyor|1|PROFANITY
yedikçe patates çuvalına benzedin iyice|1|RACIST
250 tane erkek olsa bir kadının mücadele ettiği gibi mücadele edemez|1|INSULT
bu nedenle çıktı almadan formu kapatmayınız|1|PROFANITY
sonrasında rahatlıkla günde bir bardak ya da çay bardağı adedince tüketilebilir|0|OTHER
Malak gibi yatmaktan başka ne yapıyorsun|0|OTHER
Kız yedi yaşından sonra ya erde ya yerde|1|PROFANITY
bana karşı tanıklık= etme.|1|SEXIST
Siktiğimin yerinde lamba bile çalışmıyor|1|PROFANITY
ellerindeki en değerli hamuru insanı sağlıklı bir şekilde yetiştirebilmesi için gerekli malzemeyi imkanı onlara sunuyor muyuz|1|SEXIST
hele bir yayin organinda yaziyorlarsa|1|INSULT
ananın amına- cam diker golgesinde> bacını sikerim|1|RACIST
kürtten iyi dost olduğu ne görülmüş ne duyulmuş|0|OTHER
Saçma sapan cevaplar verme bana|0|OTHER
senin suratının şemalini sikeyim|1|RACIST
selma hanım çok teşekkür ederim|0|OTHER
savcılığa ulaşmış o kayıt|1|PROFANITY
ananı eşek siksin|1|INSULT
Kadını kadın yapan nazik konuşmasıdır|0|OTHER
amina koydugumun dunyasi da cekilmez oldu iyice|1|INSULT
kız evladı olan hizmetçiye ihtiyaç duymaz|1|INSULT
Allah aşkına bir parfüm sık|1|INSULT
Namaz kılmayan Türk değildir !|0|OTHER
benim evcil kedim dün öldü|0|OTHER
bu bağlamda sınıflarda bir konuşma ve tartışma ortamı oluşturmaya çok önem vermektedir|1|SEXIST
suriyeliler tadımızı kaçırıyor- gitmeliler|0|OTHER
müzik sessizlikle anlaşmak zorunda|1|INSULT
Yarrağımı ye de gör|1|RACIST
Manyak çocuk içip içip kapıma gelmiş|1|INSULT
çok değil bir tek önemli isim vardı o gün|1|SEXIST
ateşin başına vurduysa onu aşağı düşürmesini de biliriz elbet|1|INSULT
Dün fingirdek gibi her yerde gezdi|0|OTHER
sen kıt beyninle ne bileceksin|1|INSULT
bu nedenle okul kapatılmıştır|1|SEXIST
bir düdüğü çok daha uzun süre çalabilirsiniz ve düdüğün sesi çok daha uzağa ulaşabilir|1|PROFANITY
Kadın kadınlığını bilecek|1|RACIST
yani bu hayvanların bulunduğu bölgede çıkan hastalığın anlatımı bu|1|INSULT
hamsi beyinli misin sen|1|INSULT
türk erkekleri çok kıllı|1|RACIST
Pasaklı bir adamdı yanımıza geldi ve oturdu|1|RACIST
avrat malı kapı mandalı derler|1|PROFANITY
gecelik ne kadar çalışıyorsun|0|OTHER
bunlar bir çözüm bulunmasına yardımcı olabilir|0|OTHER
sen ne arlanmaz biriymişsin|1|SEXIST
Kadın kılıklı seni|1|RACIST
amına haykırayım|1|INSULT
Romanlar gibi ağzı bozuk|0|OTHER
Sen ne alçak bi insansın arkamdan iş çeviriyorsun|0|OTHER
dalaksız ciğersiz hetif|0|OTHER
Bizim cemaat seni kabul etmez, türklere yer yok burda|0|OTHER
bu kadar Gavur eziyeti yaptığın yetmezmiş gibi bir de kalbimi kır istersen|1|SEXIST
götveren köpek|0|OTHER
yemeklerde kıyma olarak tüketilebilir|1|SEXIST
ancak bunların hiçbiri olmuyor|1|RACIST
erkeğin yanında kadın konuşamaz|1|SEXIST
Kürtlerden adam çıkmaz|1|RACIST
beynine tüküreyim senin|0|OTHER
güçlü ve mükemmel, tasarımı= ile bakım gerektirmeyen< cihazlarımız kolay ve& kullanışlı çalışma sistemi ile uzun< yıllar hizmet> vermeye hazırdır,|1|SEXIST
tavuk yumurta hindi tavşan sülün bıldırcın ve yumurtası arıcılık kurbanlık koyun dahil küçük ve büyük baş hayvan süt ve süt ürünleri dondurma|0|OTHER
otomobil üretimi diğer motorlu taşıtlara göre çok daha yüksek adetlerde yapılır|1|INSULT
her nasılsa aynı anda hem umursamaz hem de sert bakmayı başarabilen bir özelliği vardı bu gözlerin|1|RACIST
deve gibi uzun kadın|0|OTHER
sığınaklarda patlayıcı madde ve çok sayıda örgütsel doküman ele geçirildi|1|RACIST
Kadın dediğin taktın mı koluna vurdun mu duvara yapışmalı|1|PROFANITY
Siyahiler köle olmayı hak etmişlerdir|1|PROFANITY
Kadınlar erkekler kadar çok para kazanamaz|1|PROFANITY
Çingene eşeği önden gidermiş|1|RACIST
bu standart denetçinin raporunda genel kabul görmüş muhasebe ilkelerine uyulması gerektiğini açıkça öngörmektedir|1|INSULT
ne de olsa erkek evin direği|1|SEXIST
öğrencilerin yatay geçişlerine öğretim ve sınavlara ait işlemlerine ve fakültelerden ilişiğinin kesilmesine yönetim kurulları karar verir|0|OTHER
ac gozlusun|0|OTHER
senin gibi bir türkü besleyecek değilim|1|INSULT
sadece kizgin bir anda alinmis bir karar oldugunun bilincine varir|0|OTHER
arnavutu cennete gönderseler aylık kaç lira der|1|SEXIST
mutluluğu sikseler çoğalırmı|1|INSULT
açık ara amın feryadı seni|1|RACIST
orospu gibi yaşayıp prenses gibi olmak istiyorsun|1|RACIST
Beyazlar yıllardır siyahileri sömürüyorlar|0|OTHER
kel kafalı|1|SEXIST
bir kadın kocasından sonra kalkamaz|1|RACIST
tum bu kosusturmaya nasil hazirlaniyorsunuz ustesinden nasil geliyorsunuz|1|INSULT
sanayi ve turizm gelişmemiştir|1|RACIST
Ölsen arkandan kimse ağlamaz|1|SEXIST
bu tasarım fikrine göre yapının çevresindeki doğa yapının içinde adeta duvar kağıdı işlevini görür|0|OTHER
Kadın malı kapı mandalı|1|PROFANITY
Dümenin düdüğü bile senden daha güzel ses çıkarıyor|1|PROFANITY
Suriyeliler bu ülkenin gelecekteki en ciddi sorunudur|1|INSULT
Konya Kuludaki yaşan insanların çoğu kürt|1|RACIST
gürültüye daha fazla dayanamadım|1|INSULT
Kadın dediğin iffetli olur öyle sağa sola bakmaz|0|OTHER
Yahudiden pehlivan çıkmaz|1|PROFANITY
beynine kan gitse düşünebilecekte|1|SEXIST
bu misafirlik fazla uzadı herkes ülkesine|1|PROFANITY
Erkek adamın ev işi yaptığı nerde görülmüş|1|PROFANITY
bu bağlamda köprülerin temelini atmak ve bunun sürekliliğini sağlamak çok- mühimdir<|1|RACIST
ebenin amına yoğurtlu yarrağımı sokarım|1|PROFANITY
emicenin amınakoyim|1|INSULT
Lakait lakait konuşarak adamın sinirlerini tepesine çıkardı|1|SEXIST
senin ülken değil burası neyin hakkından bahsediyorsun mülteci|1|INSULT
insan müsveddesi|1|PROFANITY
güzel de benim yazıcı neden çalışmıyor|0|OTHER
sikimin kırığı mısın|0|OTHER
Erkekler ağlamaz|1|SEXIST
Yürü beline. sıçtığım yürü<|1|RACIST
kuru amlı|1|INSULT
Kurt parayi bulunca ya adam oldurur ya da kari getirir|1|RACIST
Sülalene sokarım senin amcık|0|OTHER
senin yapamadığın işi 5 yaşındaki çocuk bile yapar|1|RACIST
Kadın ilgilenmiyorsa erkek aldatabilir|0|OTHER
ucuz insan|1|PROFANITY
Ana Bacı Bir> İkiGerisine Çal> Siki&|0|OTHER
ancak bu etki ve nedenler mekanik türden eyler de ildir|1|INSULT
bu eğitimi de üniversitemizden en iyi şekilde aldığımı düşünüyorum|1|SEXIST
Araba kullanmak kadın kısmının işi değildir|1|SEXIST
çingeneler gibi giyinmişti|1|SEXIST
hepimizin enerjisini düşürüyorsun|1|SEXIST
Çingene gibi kokuyor|1|INSULT
bir binaya müştereken malik olanlardan her biri ayrı beyanname verecektir|0|OTHER
çarşaf giyen müslümanlar öcüye benziyor|1|RACIST
bu büyük bir şans|1|RACIST
kızışmış orospu|0|OTHER
oldukça memnun kaldığımı ve çoğu kişiye özellikle fiyat performansı açısından önerdiğimi belirteyim|1|INSULT
hödük olduğu her halinden belli|0|OTHER
Kadın ve erkeğin eşit olduğu bir dünya hayal ediyorum|1|INSULT
bal arıdan kavga karıdan çıkar|0|OTHER
Avrat lâzım kalçalı oğlan doğursun aslan pençeli|1|RACIST
Kadın kısmı erkeğinin yanında yerini bilmelidir|1|PROFANITY
gaz lambasına dönmüşsün|0|OTHER
ama hangi içeriktir bu|1|SEXIST
Fransız kaldım|1|INSULT
çingene çergesi|1|INSULT
ilçede her ne kadar geçmişe oranla azalma görülse de kısmen de olsa geçimini hayvancılıkla sağlayan aileler bulunmaktadır|1|PROFANITY
Allah çirkin şansı versin diye boşuna dememişler güzelim|1|SEXIST
otomasyon sistemlerine doğrudan bağlanabilir|1|SEXIST
Bencilsin artık sana dayanamıyorum|0|OTHER
gayet akıcı çalışan telefon zorlayıcı oyunların altından da bekleneceği üzere başarı ile kalkıyor|1|PROFANITY
Çingene beygire binince paşa oldum sanırmış|1|INSULT
ananin amindaki killardan sana kazak orerim|1|PROFANITY
bütçelerde kaynak çok olmayabilir|0|OTHER
kadın soğan gibidir, başı hep yere bakmalıdır<|1|SEXIST
hayvan diyeceğim> hayvana. ayıp olacak|0|OTHER
Talihim yok bahtım kara senin gibi birine gönül verdim|1|INSULT
seni sikime pervane eder sonra ananın amını serinletirim|1|RACIST
Bir erkeğin erkeklik gururuna kadın zeval getirmemeli|1|SEXIST
kadınlar daha kolay kandırılıyor|0|OTHER
soru kullandığınız yazılım nedir|1|PROFANITY
Senin ananı boğaz köprüsünde Aldülhamitin bandosu siksin Hem Avrupa seyretsin hem Asya seyretsin|1|INSULT
Sen adam olcaksın da ben göreceğim|1|PROFANITY
Şerefsizler amcık hoşafı içsin|1|INSULT
hep ikili ilişkilerde uyumu sağlayan çözüm üreten ve karar veren olmanız gerekiyor|1|PROFANITY
Erkek karısına yatakta sırtını dönemez|0|OTHER
elbette bu konuda en önemli görev devlete ve yerel yönetimlere düşmektedir|1|INSULT
ben anlayamadım sizin türü ne diye adlandırdılar|1|INSULT
Elin japonu bile dinimizin ne kadar kutsal oldugunu anlamış biz müslümanlar anlayamadık|1|PROFANITY
dandik adam|1|PROFANITY
nasıl özür dilemeliyim bilemiyorum|1|SEXIST
senin ben sülaleni sikeyim|1|INSULT
pasaklının tekiydi zaten|0|OTHER
senin kafanın sikiyim|1|RACIST
kerkenez misin|1|PROFANITY
hay çenenin bağını siksinler|1|INSULT
burada tanınacak hiçbir yaratıcı yoktur|1|SEXIST
Sen. ne< berbat birisin- hem aldatıyorsun hem de seviyorsun|1|INSULT
Etkisiz elemansın onlar için|1|PROFANITY
Seni evire çevire sikerim adam gibi dur|1|RACIST
yat aşağı dik taşağı|1|INSULT
kadın itaatkar olmalı|1|INSULT
kepçe kulak|1|PROFANITY
emekli sandığındaki hizmetler borçlanılan süreler dahil ile birleştirilir|1|INSULT
Bize sadece Türk hasta çocuklarına bağış yapacaklarını söylüyorlar|1|PROFANITY
En kötüsü de bir şeylerin artık elinden değil de içinden gelmemesi amına koyayım|1|SEXIST
iyice omurgasiz insanin teki oldun|1|SEXIST
Er sözü söyler son sözü sen sus git işine bak kızım|0|OTHER
sevilmeyi haketmiyorsun ki|0|OTHER
bokunda sinek mi öldürdün|1|SEXIST
Polonyalı insanlar birbirini satma konusunda bir numaralar|1|INSULT
Hayatimda senin gibi cikarci bir adam gormedim|1|INSULT
bugün çok vasatsın|0|OTHER
sikin oynar amcıkta|1|RACIST
senin kadar bilgisiz birini görmedim bir de üniversite mezunu olacaksınız|1|PROFANITY
Seni öyle bir sikerim ki hayata bakış ufkun genişler|1|PROFANITY
Erkek fatma gibi kız kaleye golü attı|0|OTHER
Kadınlar ağlaktır|0|OTHER
Eğitim ve gelişim alanlarının tespitinde yeni bir çığır açtık.|1|RACIST
diğer çoğu istihbarat örgütleri gibi etkinlikleri ve örgütlenme detayları gizlidir|1|INSULT
kadınlar ancak kafa ütüler|1|RACIST
görgüsüz asalak|1|SEXIST
mal mal suratıma bakıp durma, git kapıyı aç|1|INSULT
hastalarda kan kaybı olmadığından kan transfüzyonu gerekli olmaz|1|SEXIST
deprem= bölgesini yağmalayanlarda suriyeliler-|1|PROFANITY
ayakkabısı yırtık orospu çocuğu|1|INSULT
ananın amına beton dökerim baban bile sikemez|0|OTHER
hepsinden önemlisi o güç azınlık menfaatini de kapsamaktadır|1|PROFANITY
kadınlarımızın yapmış olduğu çalışmalar bizim geleceğimiz açısından son derece önemlidir|1|SEXIST
gavur ölüsü gibi çıktı masa yerinden oynatamadım|1|SEXIST
çok konuşma yamuk ağızlı|1|SEXIST
Kürtte kültür aramayacaksın|1|INSULT
kız çocuğu futbol oynama|0|OTHER
Alçaklıkta tavan yaptın& asfalt ağladı=|1|PROFANITY
Evde kalmış kızı kim& napsın|0|OTHER
Çüküne çomak girsin pezevenk|0|OTHER
bence senin annen seni doğurmamış kusmuş|0|OTHER
zamanımız tamamen bir ekonomi devrinden başka bir şey değildir|0|OTHER
yarrağımın kurma kolu|1|PROFANITY
Karı yürekli|1|INSULT
karı gibi nazlanma|1|PROFANITY
Kadınlar erkeklerle sadece paraları için birlikte oluyor|1|RACIST
Ezik bir insansın|1|SEXIST
park manevralarında maksimum konfor yüksek, hızda aktif güvenlik standardizasyonu> ve direksiyon cevabının daha net hissedilmesini, sağlar|1|INSULT
göt kısmetten çıkınca uçkur dokuz yerden koparmış|0|OTHER
posta ile yapılan başvurular dikkate alınmaz|1|RACIST
bu hakları kötüye kullanmak isteyenler olduğunda da hukukun gerektirdiğini yapmaktır devletin görevi|1|PROFANITY
gazete okumayı bitirdin mi|1|INSULT
onun güvenine ihanet etti|1|RACIST
sen fahişemisin orospu|0|OTHER
Aynı maymunlara benziyosun|1|SEXIST
iyiler hep kazanır diyen götü bana getirin|0|OTHER
izmir gavur sehir|1|RACIST
kocan ne derse o|1|PROFANITY
boş kafalı insanlar çok konuşurdu|0|OTHER
bir gönüllü kuruluşa uçak tutan ve oraya gönderen bir partinin genel başkanı olarak söylüyorum|1|PROFANITY
Gavur icadı gibi alet|1|RACIST
karının kafasını traş edeyim senin amına koyduğumun oğlu|0|OTHER
Haysiyetsiz şefersiz|1|INSULT
bir ukraynalı çocuk öleceğine bir suriyeli çocuk ölsün|1|SEXIST
Bu şekilde hızlı bitti diye düşünüyorum|1|RACIST
erkek sözü|0|OTHER
